User_ID,User_Country,User_Age_Group,Gender,Travel_Companion,Location_Type,Preferred_Activities
User 2808,Indonesia,36-50,Female,Couple,"['Farms', 'Nature & Wildlife Areas']","['Farm Tours', 'Wildlife Spotting', 'Nature Walks', 'Tea Plucking']"
User 2809,India,51+,Male,Friends,"['Farms', 'Nature & Wildlife Areas']","['Cultural Exploration', 'Gardens', 'Nature Walks', 'Meditation']"
User 2810,Lithuania,26-35,Female,Family,"['Farms', 'Religious Sites', 'Nature & Wildlife Areas']","['Yoga', 'Wildlife Spotting', 'Photography', 'Meditation']"
User 2811,United Kingdom,26-35,Male,Family,"['Farms', 'National Parks', 'Historic Sites', 'Nature & Wildlife Areas']","['Hiking', 'Sightseeing', 'Wildlife Spotting']"
User 2812,Australia,36-50,Female,Family,"['Farms', 'National Parks', 'Historic Sites', 'Museums']","['Agricultural Workshops', 'Tea Plucking', 'Cultural Tours', 'Historical Exploration']"
User 2813,Belgium,51+,Female,Couple,"['Farms', 'Nature & Wildlife Areas', 'Zoological Gardens']","['Meditation', 'Cultural Activities', 'Worship']"
User 2814,Iraq,51+,Male,Family,"['Farms', 'Gardens']","['Gardens', 'Meditation', 'Worship', 'Walking Trails']"
User 2815,India,36-50,Male,Friends,"['Farms', 'Zoological Gardens']","['Bird Watching', 'Historical Exploration', 'Walking Trails']"
User 2816,Italy,36-50,Female,Family,"['Farms', 'Zoological Gardens']","['Cultural Tours', 'Farm Tours', 'Historical Exploration', 'Agricultural Workshops']"
User 2817,India,18-25,Female,Couple,"['Waterfalls', 'Farms', 'Gardens']","['Beach Hopping', 'Snorkeling', 'Nature Walks', 'Photography']"
User 2818,Australia,36-50,Male,Friends,"['Farms', 'National Parks']","['Boating', 'Historical Exploration', 'Hiking', 'Bird Watching']"
User 2819,India,26-35,Female,Family,"['Farms', 'Museums']","['Nature Walks', 'Wildlife Spotting', 'Photography']"
User 2820,United Kingdom,51+,Female,Couple,"['Farms', 'Gardens']","['Cultural Activities', 'Meditation', 'Relaxation']"
User 2821,Netherlands,26-35,Female,Couple,"['Waterfalls', 'Farms']","['Yoga', 'Nature Walks', 'Sunbathing', 'Meditation']"
User 2822,Slovenia,26-35,Male,Couple,"['Farms', 'Zoological Gardens']","['Sunbathing', 'Cultural Tours', 'Sightseeing', 'Boat Tours']"
User 2823,United Kingdom,26-35,Female,Couple,"['Waterfalls', 'Farms', 'Historic Sites', 'Museums', 'Gardens']","['Sunbathing', 'Yoga', 'Meditation']"
User 2824,Bangladesh,51+,Male,Friends,"['Waterfalls', 'Farms', 'Nature & Wildlife Areas']","['Nature Walks', 'Wildlife Safaris', 'Cultural Exploration']"
User 2825,United Arab Emirates,18-25,Male,Couple,"['Farms', 'National Parks', 'Beaches']","['Yoga', 'Jet Skiing', 'Relaxation', 'Surfing']"
User 1761,United Kingdom,36-50,Female,Family,"['Farms', 'Beaches']","['Tea Plucking', 'Agricultural Workshops', 'Historical Exploration']"
User 2826,United Kingdom,51+,Female,Family,"['Farms', 'Gardens', 'Religious Sites']","['Bird Watching', 'Meditation', 'Historical Exploration', 'Relaxation']"
User 2827,India,51+,Male,Friends,"['Farms', 'Gardens']","['Cultural Exploration', 'Wildlife Safaris', 'Worship']"
User 2828,India,36-50,Male,Solo,"['Farms', 'National Parks']","['Wildlife Safaris', 'Fishing', 'Photography', 'Worship']"
User 2829,Germany,51+,Female,Solo,"['Farms', 'Historic Sites', 'Gardens']","['Bird Watching', 'Sightseeing', 'Educational Tours', 'Photography']"
User 2830,United Kingdom,51+,Male,Friends,"['Zoological Gardens', 'Farms', 'Bodies of Water']","['Cultural Exploration', 'Gardens', 'Wildlife Safaris', 'Meditation']"
User 2831,Bangladesh,26-35,Male,Solo,"['Farms', 'Museums']","['Hiking', 'Cultural Exploration', 'Cultural Tours']"
User 2832,Australia,36-50,Female,Couple,"['Farms', 'Religious Sites', 'Nature & Wildlife Areas']","['Farm Tours', 'Tea Plucking', 'Nature Walks']"
User 2833,India,26-35,Female,Solo,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Cultural Exploration', 'Photography', 'Yoga', 'Guided Tours']"
User 2834,Australia,51+,Female,Friends,"['Farms', 'Museums']","['Meditation', 'Gardens', 'Bird Watching']"
User 2835,United Arab Emirates,36-50,Male,Family,"['Farms', 'Beaches']","['Fishing', 'Wildlife Safaris', 'Hiking']"
User 2836,India,36-50,Female,Couple,"['Waterfalls', 'Farms', 'Zoological Gardens']","['Tea Plucking', 'Nature Walks', 'Cultural Tours']"
User 2837,Romania,51+,Male,Family,"['Farms', 'Zoological Gardens']","['Walking Trails', 'Gardens', 'Worship']"
User 2838,India,26-35,Male,Couple,"['Farms', 'Museums', 'Zoological Gardens']","['Sunbathing', 'Hiking', 'Boat Tours', 'Beach Hopping']"
User 2839,Australia,18-25,Male,Solo,"['Farms', 'Gardens', 'Religious Sites']","['Photography', 'Jet Skiing', 'Yoga', 'Hiking']"
User 2840,Czechia,51+,Male,Couple,"['Farms', 'Religious Sites', 'Beaches']","['Wildlife Spotting', 'Wildlife Safaris', 'Cultural Activities']"
User 2841,Australia,51+,Male,Family,"['Farms', 'Zoological Gardens']","['Walking Trails', 'Worship', 'Meditation']"
User 2842,United Kingdom,36-50,Male,Couple,"['Farms', 'Gardens', 'Beaches']","['Historical Exploration', 'Nature Walks', 'Fishing']"
User 2843,United Kingdom,26-35,Female,Family,"['Farms', 'Gardens']","['Factory Tours', 'Sightseeing', 'Yoga', 'Meditation']"
User 2844,India,26-35,Male,Solo,"['Farms', 'Religious Sites']","['Cultural Exploration', 'Sightseeing', 'Guided Tours', 'Boat Tours']"
User 2845,United Kingdom,18-25,Male,Couple,"['Farms', 'Gardens']","['Yoga', 'Surfing', 'Snorkeling', 'Boat Tours']"
User 2846,Russian Federation,36-50,Female,Friends,"['Farms', 'Bodies of Water', 'Nature & Wildlife Areas']","['Farm Tours', 'Tea Plucking', 'Walking Trails', 'Cultural Tours']"
User 2847,Australia,18-25,Female,Friends,"['Farms', 'Gardens', 'Museums']","['Photography', 'Jet Skiing', 'Boat Tours', 'Yoga']"
User 2848,India,26-35,Male,Friends,"['Farms', 'Museums']","['Snorkeling', 'Hiking', 'Boat Tours']"
User 2849,United Kingdom,18-25,Male,Solo,"['Farms', 'Historic Sites', 'Museums']","['Boat Tours', 'Photography', 'Rafting', 'Snorkeling']"
User 2850,India,18-25,Female,Family,"['Waterfalls', 'Farms']","['Nature Walks', 'Yoga', 'Sightseeing', 'Beach Hopping']"
User 2851,Australia,26-35,Female,Couple,"['Farms', 'Museums']","['Meditation', 'Relaxation', 'Nature Walks']"
User 2852,Israel,51+,Male,Couple,"['Farms', 'Nature & Wildlife Areas', 'Zoological Gardens']","['Meditation', 'Wildlife Safaris', 'Wildlife Spotting', 'Cultural Activities']"
User 2853,United Kingdom,18-25,Male,Friends,"['Farms', 'National Parks']","['Surfing', 'Snorkeling', 'Jet Skiing', 'Boat Tours']"
User 2854,Egypt,18-25,Female,Family,"['Farms', 'Bodies of Water']","['Nature Walks', 'Wildlife Spotting', 'Photography', 'Sightseeing']"
User 2855,India,26-35,Female,Solo,"['Farms', 'Nature & Wildlife Areas']","['Nature Walks', 'Guided Tours', 'Yoga', 'Photography']"
User 2856,United Kingdom,18-25,Male,Couple,"['Farms', 'Gardens', 'Zoological Gardens']","['Relaxation', 'Sunbathing', 'Yoga', 'Hiking']"
User 2857,Kuwait,18-25,Female,Family,"['Farms', 'Gardens']","['Photography', 'Nature Walks', 'Beach Hopping']"
User 2858,India,26-35,Female,Couple,"['Farms', 'Religious Sites', 'Museums']","['Meditation', 'Photography', 'Beach Hopping']"
User 2859,United Kingdom,26-35,Male,Friends,"['Waterfalls', 'Farms']","['Snorkeling', 'Hiking', 'Boat Tours']"
User 2860,Australia,51+,Female,Friends,"['Waterfalls', 'Farms', 'National Parks']","['Bird Watching', 'Cultural Exploration', 'Meditation', 'Worship']"
User 2861,Switzerland,26-35,Female,Couple,"['Farms', 'Historic Sites']","['Nature Walks', 'Photography', 'Yoga']"
User 2862,Australia,26-35,Male,Family,"['Farms', 'Historic Sites', 'Zoological Gardens']","['Wildlife Spotting', 'Cultural Tours', 'Boat Tours', 'Hiking']"
User 2863,United Kingdom,18-25,Male,Friends,"['Farms', 'Historic Sites', 'Religious Sites']","['Jet Skiing', 'Surfing', 'Boat Tours', 'Rafting']"
User 2864,United Arab Emirates,51+,Female,Family,"['Waterfalls', 'Farms', 'Religious Sites']","['Worship', 'Relaxation', 'Meditation']"
User 2865,Belgium,51+,Male,Couple,"['Waterfalls', 'Farms']","['Wildlife Safaris', 'Meditation', 'Cultural Activities']"
User 2866,United Kingdom,51+,Female,Solo,"['Farms', 'National Parks', 'Religious Sites']","['Relaxation', 'Meditation', 'Worship']"
User 2867,India,26-35,Male,Friends,"['Farms', 'National Parks', 'Museums']","['Boat Tours', 'Hiking', 'Snorkeling']"
User 2868,United States,18-25,Female,Friends,"['Farms', 'Gardens']","['Surfing', 'Jet Skiing', 'Beach Hopping', 'Boat Tours']"
User 2869,Australia,18-25,Female,Solo,"['Farms', 'Religious Sites']","['Yoga', 'Photography', 'Snorkeling', 'Hiking']"
User 2870,Cambodia,36-50,Male,Friends,"['Waterfalls', 'Farms', 'Bodies of Water']","['Historical Exploration', 'Wildlife Safaris', 'Boating', 'Hiking']"
User 2871,Australia,36-50,Male,Family,"['Farms', 'Nature & Wildlife Areas', 'Zoological Gardens']","['Factory Tours', 'Historical Exploration', 'Hiking']"
User 2872,United States,51+,Male,Friends,"['Farms', 'Nature & Wildlife Areas']","['Nature Walks', 'Worship', 'Gardens']"
User 2873,United Arab Emirates,36-50,Female,Family,"['Farms', 'National Parks']","['Agricultural Workshops', 'Factory Tours', 'Tea Plucking', 'Cultural Tours']"
User 2874,South Africa,51+,Female,Friends,"['Farms', 'Zoological Gardens']","['Worship', 'Bird Watching', 'Cultural Exploration']"
User 2875,United Kingdom,18-25,Female,Family,"['Farms', 'Historic Sites', 'Museums']","['Nature Walks', 'Beach Hopping', 'Yoga']"
User 2876,Singapore,26-35,Male,Solo,"['Waterfalls', 'Farms']","['Boat Tours', 'Photography', 'Cultural Tours', 'Hiking']"
User 2877,United Kingdom,51+,Female,Family,"['Zoological Gardens', 'Farms', 'Nature & Wildlife Areas']","['Worship', 'Relaxation', 'Meditation']"
User 2878,Australia,18-25,Female,Family,"['Waterfalls', 'Farms', 'National Parks']","['Wildlife Spotting', 'Yoga', 'Nature Walks']"
User 2879,India,51+,Male,Couple,"['Waterfalls', 'Farms', 'National Parks']","['Meditation', 'Gardens', 'Wildlife Spotting']"
User 2880,India,51+,Male,Family,"['Farms', 'Nature & Wildlife Areas']","['Wildlife Safaris', 'Meditation', 'Historical Exploration']"
User 2881,Italy,18-25,Male,Friends,"['Farms', 'Religious Sites']","['Hiking', 'Jet Skiing', 'Boat Tours']"
User 2882,Colombia,51+,Female,Family,"['Farms', 'Nature & Wildlife Areas', 'Bodies of Water']","['Meditation', 'Walking Trails', 'Worship']"
User 2883,Malaysia,51+,Female,Solo,"['Farms', 'Gardens']","['Relaxation', 'Meditation', 'Sightseeing', 'Bird Watching']"
User 2884,France,18-25,Female,Family,"['Farms', 'Religious Sites']","['Sightseeing', 'Nature Walks', 'Wildlife Spotting', 'Snorkeling']"
User 2885,Australia,36-50,Male,Couple,"['Farms', 'Nature & Wildlife Areas']","['Fishing', 'Historical Exploration', 'Hiking', 'Wildlife Safaris']"
User 2886,United States,18-25,Female,Couple,"['Farms', 'Zoological Gardens']","['Snorkeling', 'Relaxation', 'Yoga', 'Beach Hopping']"
User 2887,United States,36-50,Female,Couple,"['Farms', 'Gardens']","['Nature Walks', 'Farm Tours', 'Cultural Tours']"
User 2888,Singapore,36-50,Female,Family,"['Farms', 'Religious Sites', 'Bodies of Water']","['Tea Plucking', 'Farm Tours', 'Factory Tours', 'Cultural Tours']"
User 2889,Belgium,26-35,Male,Family,"['Farms', 'Museums']","['Hiking', 'Cultural Tours', 'Factory Tours']"
User 2890,United Kingdom,36-50,Female,Solo,"['Waterfalls', 'Farms']","['Photography', 'Worship', 'Educational Tours']"
User 2891,India,51+,Male,Couple,"['Farms', 'Religious Sites']","['Gardens', 'Worship', 'Wildlife Safaris']"
User 2892,United Kingdom,18-25,Male,Friends,"['Farms', 'Gardens', 'Religious Sites']","['Snorkeling', 'Hiking', 'Rafting', 'Surfing']"
User 2893,Australia,18-25,Female,Friends,"['Farms', 'Museums']","['Snorkeling', 'Photography', 'Surfing', 'Rafting']"
User 2894,Israel,36-50,Female,Solo,"['Farms', 'Beaches', 'Museums']","['Educational Tours', 'Worship', 'Photography', 'Farm Tours']"
User 2895,India,18-25,Female,Friends,"['Farms', 'Nature & Wildlife Areas']","['Snorkeling', 'Nature Walks', 'Jet Skiing', 'Yoga']"
User 2896,United Kingdom,26-35,Female,Solo,"['Farms', 'Beaches', 'Zoological Gardens']","['Yoga', 'Photography', 'Nature Walks']"
User 2897,Bermuda,18-25,Female,Family,"['Farms', 'Religious Sites']","['Snorkeling', 'Sightseeing', 'Nature Walks', 'Photography']"
User 2898,Singapore,51+,Female,Solo,"['Farms', 'Nature & Wildlife Areas']","['Relaxation', 'Educational Tours', 'Meditation', 'Sightseeing']"
User 2899,United Kingdom,26-35,Male,Couple,"['Farms', 'Religious Sites']","['Cultural Tours', 'Boat Tours', 'Beach Hopping']"
User 2900,Netherlands,26-35,Male,Friends,"['Farms', 'National Parks']","['Snorkeling', 'Hiking', 'Boat Tours', 'Sightseeing']"
User 2901,Japan,18-25,Male,Solo,"['Farms', 'Museums']","['Rafting', 'Jet Skiing', 'Photography']"
User 2902,Canada,51+,Male,Couple,"['Farms', 'Gardens', 'Religious Sites']","['Meditation', 'Wildlife Spotting', 'Gardens']"
User 2903,United Kingdom,51+,Male,Solo,"['Farms', 'Gardens', 'Bodies of Water']","['Sightseeing', 'Wildlife Safaris', 'Gardens', 'Worship']"
User 2904,France,26-35,Female,Friends,"['Farms', 'Gardens']","['Meditation', 'Snorkeling', 'Yoga', 'Nature Walks']"
User 2905,India,51+,Male,Solo,"['Zoological Gardens', 'Farms', 'Museums']","['Meditation', 'Worship', 'Sightseeing']"
User 2906,Greece,51+,Male,Family,"['Waterfalls', 'Farms', 'Historic Sites', 'Museums', 'Gardens', 'Religious Sites']","['Wildlife Safaris', 'Meditation', 'Walking Trails', 'Historical Exploration']"
User 2907,United Arab Emirates,26-35,Female,Solo,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Yoga', 'Cultural Exploration', 'Photography']"
User 2908,Thailand,18-25,Female,Solo,"['Farms', 'Historic Sites', 'Waterfalls']","['Snorkeling', 'Photography', 'Yoga']"
User 2909,Austria,26-35,Female,Friends,"['Waterfalls', 'Farms', 'Nature & Wildlife Areas']","['Meditation', 'Boat Tours', 'Nature Walks']"
User 2910,United Kingdom,51+,Female,Solo,"['Zoological Gardens', 'Farms', 'Nature & Wildlife Areas']","['Meditation', 'Relaxation', 'Photography']"
User 2911,Singapore,51+,Male,Couple,"['Waterfalls', 'Farms', 'Beaches']","['Cultural Activities', 'Wildlife Spotting', 'Wildlife Safaris', 'Worship']"
User 2912,United Kingdom,18-25,Female,Friends,"['Farms', 'Nature & Wildlife Areas']","['Nature Walks', 'Beach Hopping', 'Jet Skiing', 'Snorkeling']"
User 2913,United States,26-35,Male,Couple,"['Farms', 'Bodies of Water', 'Museums']","['Hiking', 'Boat Tours', 'Sunbathing']"
User 2914,China,26-35,Female,Couple,"['Farms', 'Museums']","['Beach Hopping', 'Yoga', 'Sunbathing', 'Relaxation']"
User 2915,Australia,36-50,Male,Solo,"['Farms', 'Historic Sites', 'Beaches']","['Educational Tours', 'Historical Exploration', 'Photography']"
User 2916,Australia,18-25,Female,Solo,"['Waterfalls', 'Farms', 'Museums']","['Snorkeling', 'Beach Hopping', 'Yoga']"
User 2917,United States,36-50,Female,Couple,"['Farms', 'Beaches', 'Bodies of Water']","['Tea Plucking', 'Nature Walks', 'Wildlife Spotting']"
User 2918,Singapore,36-50,Male,Couple,"['Waterfalls', 'Farms']","['Nature Walks', 'Fishing', 'Wildlife Safaris', 'Hiking']"
User 2919,Malaysia,36-50,Female,Couple,"['Farms', 'Museums']","['Tea Plucking', 'Nature Walks', 'Cultural Tours']"
User 2920,Malaysia,36-50,Female,Couple,"['Farms', 'Museums']","['Wildlife Spotting', 'Farm Tours', 'Cultural Tours']"
User 2921,India,51+,Male,Family,"['Farms', 'Historic Sites', 'Beaches']","['Walking Trails', 'Gardens', 'Wildlife Safaris']"
User 2922,United Kingdom,36-50,Female,Solo,"['Farms', 'Museums']","['Photography', 'Farm Tours', 'Worship', 'Educational Tours']"
User 2923,India,18-25,Male,Friends,"['Farms', 'National Parks']","['Jet Skiing', 'Surfing', 'Snorkeling']"
User 2924,India,51+,Male,Solo,"['Waterfalls', 'Farms', 'Museums']","['Educational Tours', 'Photography', 'Wildlife Safaris']"
User 2925,India,36-50,Male,Friends,"['Waterfalls', 'Farms', 'Bodies of Water']","['Fishing', 'Hiking', 'Wildlife Safaris', 'Bird Watching']"
User 2926,Pakistan,26-35,Female,Solo,"['Farms', 'Museums']","['Nature Walks', 'Cultural Exploration', 'Meditation', 'Photography']"
User 2927,United Kingdom,18-25,Male,Friends,"['Farms', 'Nature & Wildlife Areas']","['Jet Skiing', 'Boat Tours', 'Rafting']"
User 2928,Malaysia,51+,Male,Friends,"['Farms', 'National Parks']","['Nature Walks', 'Wildlife Safaris', 'Worship']"
User 2929,Italy,26-35,Female,Couple,"['Waterfalls', 'Farms']","['Meditation', 'Yoga', 'Relaxation']"
User 2930,United Kingdom,26-35,Male,Solo,"['Farms', 'National Parks', 'Religious Sites']","['Photography', 'Cultural Tours', 'Boat Tours', 'Cultural Exploration']"
User 2931,United Arab Emirates,36-50,Female,Couple,"['Farms', 'Gardens', 'Zoological Gardens']","['Tea Plucking', 'Nature Walks', 'Wildlife Spotting', 'Cultural Tours']"
User 2932,United States,36-50,Female,Solo,"['Waterfalls', 'Farms']","['Farm Tours', 'Photography', 'Cultural Tours', 'Worship']"
User 2933,United States,18-25,Male,Couple,"['Farms', 'Gardens', 'Nature & Wildlife Areas']","['Snorkeling', 'Boat Tours', 'Relaxation', 'Sunbathing']"
User 2934,United Arab Emirates,26-35,Male,Family,"['Farms', 'Religious Sites']","['Hiking', 'Sightseeing', 'Wildlife Spotting', 'Cultural Tours']"
User 2935,India,26-35,Male,Solo,"['Waterfalls', 'Farms']","['Boat Tours', 'Sightseeing', 'Cultural Exploration', 'Guided Tours']"
User 2936,Germany,36-50,Male,Couple,"['Farms', 'Religious Sites']","['Fishing', 'Hiking', 'Nature Walks']"
User 2937,Singapore,36-50,Female,Friends,"['Farms', 'National Parks', 'Zoological Gardens']","['Bird Watching', 'Walking Trails', 'Cultural Tours', 'Boating']"
User 2938,Australia,18-25,Female,Family,"['Waterfalls', 'Farms', 'National Parks']","['Photography', 'Snorkeling', 'Beach Hopping', 'Yoga']"
User 2939,United Kingdom,26-35,Female,Couple,"['Farms', 'Beaches', 'Nature & Wildlife Areas']","['Relaxation', 'Photography', 'Meditation']"
User 2940,India,26-35,Female,Family,"['Farms', 'Gardens', 'Religious Sites']","['Sightseeing', 'Yoga', 'Factory Tours', 'Wildlife Spotting']"
User 2941,India,18-25,Female,Solo,"['Farms', 'Gardens']","['Snorkeling', 'Photography', 'Yoga']"
User 2942,India,26-35,Male,Solo,"['Farms', 'Gardens']","['Hiking', 'Guided Tours', 'Cultural Exploration']"
User 2943,Japan,18-25,Male,Couple,"['Farms', 'Historic Sites', 'Gardens']","['Surfing', 'Yoga', 'Relaxation', 'Boat Tours']"
User 2944,South Africa,26-35,Male,Friends,"['Farms', 'Nature & Wildlife Areas']","['Boat Tours', 'Hiking', 'Sightseeing', 'Cultural Tours']"
User 2945,United Kingdom,26-35,Male,Friends,"['Farms', 'Bodies of Water']","['Sightseeing', 'Cultural Tours', 'Boat Tours']"
User 2946,United Kingdom,18-25,Male,Solo,"['Farms', 'Beaches']","['Yoga', 'Surfing', 'Hiking']"
User 2947,India,51+,Female,Solo,"['Farms', 'Gardens', 'Religious Sites']","['Relaxation', 'Sightseeing', 'Educational Tours', 'Bird Watching']"
User 2948,Germany,18-25,Male,Solo,"['Waterfalls', 'Farms', 'Gardens']","['Surfing', 'Boat Tours', 'Yoga']"
User 2949,United Kingdom,36-50,Male,Couple,"['Waterfalls', 'Farms', 'National Parks']","['Wildlife Spotting', 'Fishing', 'Historical Exploration', 'Nature Walks']"
User 2950,Malaysia,18-25,Male,Couple,"['Waterfalls', 'Farms']","['Yoga', 'Sunbathing', 'Jet Skiing', 'Rafting']"
User 2951,Poland,51+,Male,Solo,"['Waterfalls', 'Farms', 'Museums']","['Meditation', 'Photography', 'Gardens', 'Educational Tours']"
